cell ID,displacement,force
5,88.106,0.0601852
5,89.335,0.0686761
5,92.092,0.0561895
5,91.973,0.0776664
5,94.194,0.0676772
5,96.046,0.062183
5,97.326,0.0651798
5,99.329,0.0616836
5,100.859,0.0646803
5,102.365,0.0646803
5,103.594,0.0671776
5,105.209,0.0691756
5,107.977,0.0596857
5,108.665,0.0736707
5,111.041,0.0606847
5,112.724,0.0556901
5,113.781,0.062183
5,115.185,0.0676772
5,116.689,0.0711734
5,117.887,0.076168
5,119.195,0.0801637
5,121.75,0.0691756
5,122.909,0.0741701
5,124.679,0.0686761
5,125.243,0.0801637
5,127.954,0.0671776
5,128.917,0.0766674
5,130.486,0.0771669
5,132.631,0.0711734
5,133.884,0.0771669
5,136.105,0.0686761
5,137.992,0.0626825
5,138.937,0.0711734
5,141.44,0.0626825
5,142.137,0.0756685
5,144.017,0.0711734
5,145.537,0.0716729
5,146.171,0.081662
5,148.041,0.0741701
5,149.241,0.0791647
5,151.363,0.0756685
5,152.316,0.0851583
5,153.908,0.0836599
5,155.693,0.0806631
5,156.393,0.0941486
5,158.294,0.0931497
5,159.123,0.104637
5,160.661,0.104138
5,162.486,0.0991432
5,165.072,0.0866567
5,166.178,0.0941486
5,167.853,0.0926502
5,168.801,0.100142
5,170.975,0.0936492
5,172.91,0.0921508
5,174.814,0.0906524
5,176.63,0.0871562
5,176.97,0.100142
5,177.8,0.107634
5,178.672,0.117623
5,180.734,0.114127
5,183.771,0.0966459
5,185.425,0.0951475
5,186.443,0.10264
5,187.649,0.108633
5,189.2562,0.108134
5,190.4598,0.11163
5,192.3703,0.108134
5,192.6182,0.129111
5,194.9746,0.121619
5,196.7391,0.118622
5,198.6754,0.113628
5,200.9314,0.105137
5,200.266,0.132607
5,202.253,0.126114
5,204.2914,0.122119
5,206.5124,0.116624
5,207.5376,0.123617
5,208.8766,0.124616
5,210.7288,0.122119
5,212.6225,0.124116
5,214.1074,0.131109
5,217.043,0.114127
5,217.4428,0.126614
5,219.0972,0.124116
5,220.4244,0.127613
5,221.0975,0.138101
5,222.9422,0.131109
5,223.7812,0.1391
5,225.8181,0.136103
5,227.7419,0.134605
5,229.1729,0.135604
5,230.2166,0.140599
5,231.3814,0.147092
5,232.1823,0.160078
5,234.6269,0.150088
5,236.1165,0.151087
5,237.3868,0.15758
5,239.2593,0.158579
5,240.6102,0.162075
5,241.8714,0.161077
5,242.6314,0.168568
5,245.2415,0.158579
5,246.8419,0.163074
5,248.2791,0.16707
5,249.9395,0.166571
5,251.008,0.172564
5,251.3465,0.187548
5,253.0124,0.187049
5,254.2377,0.193542
5,255.3801,0.201034
5,257.8538,0.191044
5,259.294,0.193542
5,259.9933,0.205029
5,261.3268,0.209025
5,262.9753,0.209025
5,264.8978,0.20453
5,266.0739,0.209524
5,267.366,0.21352
5,269.5182,0.206528
5,271.5287,0.200534
5,272.5783,0.205529
5,273.4059,0.21402
5,275.9566,0.203531
5,277.55357,0.206528
5,279.58004,0.200534
5,280.22788,0.209524
5,282.12131,0.205029
5,283.22162,0.21402
5,285.08961,0.212022
5,286.59164,0.212022
5,287.91726,0.214519
5,289.25117,0.219014
5,290.9561,0.218515
5,293.53637,0.205029
5,295.12324,0.203531
5,295.57523,0.217016
5,296.59741,0.225507
5,298.6973,0.223509
5,299.9367,0.232999
5,302.0285,0.228004
5,303.676,0.225507
5,303.9574,0.239492
5,306.1031,0.230002
5,307.3901,0.234997
5,309.9152,0.228004
5,310.8958,0.239992
5,312.3537,0.240491
5,313.7481,0.239492
5,315.9135,0.232
5,318.7935,0.218515
5,319.9827,0.226007
5,321.3219,0.229003
5,322.6143,0.231501
5,323.0323,0.246984
5,325.3645,0.239992
5,327.0009,0.24149
5,328.4818,0.242988
5,330.4053,0.237994
5,332.1961,0.235496
5,334.4324,0.228004
5,336.864,0.217016
5,337.9354,0.22251
5,339.6919,0.220513
5,340.4621,0.2325
5,342.6324,0.225507
5,343.8204,0.232
5,346.1031,0.227505
5,347.8646,0.229003
5,348.6222,0.239492
5,350.1233,0.239492
5,350.7132,0.252478
5,352.6726,0.247983
5,354.0498,0.251479
5,356.3951,0.242988
5,356.8447,0.256973
5,358.3601,0.255974
5,359.731,0.259471
5,361.5204,0.259471
5,362.3771,0.270459
5,362.3385,0.291436
5,363.5582,0.293933
5,364.7318,0.29693
5,365.7976,0.305921
5,368.1818,0.300426
5,368.9851,0.312414
5,370.3297,0.31591
5,371.91,0.317908
5,372.8606,0.327897
5,374.1153,0.332891
5,376.4491,0.324401
5,378.1645,0.323901
5,379.7963,0.322902
5,380.797,0.329395
5,382.0636,0.33389
5,384.2005,0.328396
5,385.2271,0.337886
5,387.747,0.328896
5,389.043,0.33439
5,389.619,0.345878
5,390.534,0.351372
5,391.456,0.358364
5,393.178,0.358364
5,395.055,0.357365
5,396.197,0.363359
5,398.093,0.359862
5,399.325,0.367854
5,401.672,0.360362
5,403.319,0.359363
5,404.414,0.365357
5,405.922,0.365357
5,407.729,0.36186
5,410.736,0.346377
5,412.361,0.349374
5,414.293,0.344379
5,415.779,0.34338
5,417.63,0.340383
5,419.564,0.338386
5,420.247,0.351871
5,421.438,0.357865
5,423.361,0.354368
5,425.706,0.345378
5,426.277,0.359363
5,427.224,0.367854
5,429.029,0.363858
5,430.136,0.369852
5,431.594,0.374347
5,433.64,0.37185
5,435.66,0.367354
5,437.325,0.365856
5,438.192,0.374846
5,440.658,0.362859
5,440.536,0.383837
5,441.848,0.388332
5,442.913,0.39882
5,445.688,0.387832
5,446.953,0.394325
5,448.087,0.399819
5,448.605,0.412306
5,449.629,0.419798
5,451.663,0.415802
5,453.341,0.416801
5,453.739,0.433283
5,455.404,0.429787
5,457.072,0.424293
5,457.465,0.438278
5,458.155,0.451264
5,459.192,0.459755
5,461.369,0.453262
5,462.506,0.459755
5,463.285,0.470743
5,465.464,0.464749
5,465.971,0.480732
5,467.828,0.479733
5,469.542,0.481232
5,470.659,0.488224
5,471.393,0.497215
5,471.442,0.514696
5,473.139,0.512698
5,474.499,0.518691
5,475.574,0.52968
5,477.597,0.524685
5,477.388,0.546661
5,479.112,0.54766
5,483.184,0.520689
5,485.53,0.512198
5,487.01,0.5107
5,488.17,0.513697
5,489.971,0.511699
5,491.451,0.516194
5,493.294,0.515195
5,494.139,0.525184
5,495.201,0.532676
5,495.971,0.544663
5,496.93,0.554153
5,498.008,0.562644
5,499.945,0.559647
5,500.949,0.567639
5,502.138,0.573133
5,503.243,0.579626
5,504.184,0.589116
5,505.657,0.593611
5,507.576,0.592612
5,508.777,0.598605
5,509.271,0.610592
5,510.816,0.608095
5,511.933,0.613589
5,513.589,0.615587
5,515.394,0.616586
5,516.155,0.628573
5,517.475,0.63157
5,518.703,0.637563
5,520.282,0.64056
5,521.618,0.645555
5,523.609,0.64106
5,524.812,0.646054
5,525.712,0.654545
5,528.179,0.644556
5,528.892,0.658541
5,529.187,0.675522
5,530.795,0.674024
5,531.647,0.685012
5,532.512,0.696999
5,534.6,0.691006
5,539.633,0.647053
5,542.532,0.632569
5,544.08,0.634567
5,546.187,0.626575
5,546.867,0.636564
5,549.349,0.625077
5,550.923,0.626575
5,552.413,0.630071
5,554.349,0.629073
5,555.163,0.641559
5,556.346,0.646054
5,558.38,0.640061
5,560.931,0.630571
5,561.74,0.641559
5,562.967,0.644056
5,563.412,0.660039
5,565.727,0.655544
5,567.809,0.651548
5,569.908,0.644556
5,570.659,0.656043
5,571.868,0.662536
5,573.106,0.668031
5,574.383,0.673025
5,575.789,0.676022
5,578.299,0.663535
5,578.459,0.682515
5,580.563,0.680018
5,583.321,0.669529
5,584.489,0.677021
5,585.017,0.692005
5,587.099,0.68701
5,587.48,0.702493
5,588.554,0.706989
5,589.753,0.709985
5,591.234,0.712483
5,593.416,0.707488
5,594.624,0.713482
5,596.756,0.707988
5,598.394,0.709985
5,599.591,0.715979
5,601.493,0.712483
5,602.19,0.725968
5,603.34,0.732961
5,604.89,0.732961
5,606.012,0.738455
5,607.502,0.741452
5,609.451,0.740453
5,610.282,0.75244
5,611.932,0.751441
5,612.725,0.762429
5,614.452,0.762928
5,615.6,0.768922
5,616.352,0.777912
5,617.954,0.777413
5,618.601,0.790399
5,620.401,0.787402
5,622.105,0.786903
5,622.856,0.801387
5,624.559,0.802386
5,625.586,0.809378
5,626.155,0.822364
5,628.124,0.818369
5,629.656,0.819368
5,629.832,0.836849
5,630.852,0.843841
5,632.825,0.840345
5,634.052,0.847837
5,634.605,0.862321
5,636.183,0.861822
5,636.849,0.875807
5,638.084,0.884298
5,639.201,0.890291
5,639.522,0.903777
5,640.102,0.917262
5,641.985,0.918261
5,643.046,0.930748
5,643.88,0.943734
5,644.506,0.95622
5,644.792,0.971204
5,645.286,0.982692
5,645.969,0.992681
5,646.732,1.00367
5,647.338,1.01566
6,0,0.12996
6,0.4215,0.143446
6,1.4487,0.14894
6,2.164,0.159928
6,3.4274,0.164423
6,3.7443,0.178408
6,4.8059,0.181904
6,6.083,0.186399
6,7.3298,0.192393
6,7.8889,0.20438
6,8.7292,0.212871
6,9.3601,0.225357
6,10.056,0.235347
6,10.8315,0.244836
6,11.4557,0.258821
6,12.036,0.272307
6,13.057,0.279799
6,13.3917,0.298279
6,14.2194,0.308268
6,14.867,0.316259
6,14.9763,0.331243
6,15.9465,0.337736
6,16.2999,0.35322
6,16.5867,0.370201
6,17.8439,0.376694
6,18.5861,0.38968
6,18.6663,0.407161
6,18.5601,0.424643
6,19.0842,0.43613
6,19.0801,0.457607
6,19.9303,0.469594
6,20.4989,0.484079
6,20.7071,0.500561
6,21.1451,0.513547
6,21.1822,0.533026
6,22.0806,0.542516
6,22.4624,0.559497
6,22.6475,0.577977
6,22.939,0.593461
6,23.1023,0.611941
6,23.5097,0.628423
6,23.7331,0.645904
6,23.7939,0.665383
6,24.0479,0.682865
6,24.1579,0.701345
6,24.5377,0.716828
6,24.5251,0.737805
6,25.0267,0.750791
6,24.9933,0.77077
6,25.2868,0.788251
6,25.7392,0.804234
6,25.9117,0.822214
6,25.9295,0.840195
6,26.0672,0.856677
6,26.1731,0.875657
6,26.5139,0.893138
6,26.8259,0.909121
6,27.0598,0.923605
6,27.0302,0.942585
6,26.7664,0.967058
6,27.1877,0.98454
6,27.62,1.00102
7,0,0.0945482
7,0.47262,0.107035
7,2.30258,0.104038
7,3.97861,0.105037
7,4.79363,0.115026
7,5.05035,0.12951
7,5.22062,0.146992
7,6.41624,0.154484
7,7.15814,0.166471
7,7.91424,0.175461
7,8.92804,0.182453
7,10.20064,0.188946
7,10.73594,0.20443
7,11.20284,0.218415
7,11.74014,0.230402
7,12.48704,0.239892
7,13.66114,0.245386
7,14.62354,0.255375
7,15.22544,0.26936
7,15.55844,0.284843
7,16.04354,0.298828
7,16.90814,0.308817
7,17.08044,0.3248
7,17.01934,0.341782
7,17.41564,0.356766
7,18.12524,0.37125
7,18.82024,0.383737
7,18.88544,0.401218
7,19.31924,0.414703
7,19.54664,0.433183
7,20.02554,0.449166
7,20.45984,0.46465
7,20.74324,0.480133
7,21.33414,0.49212
7,21.94744,0.506604
7,22.27594,0.524086
7,22.76724,0.536572
7,22.70624,0.555552
7,22.84574,0.572034
7,22.92674,0.590514
7,23.33084,0.606996
7,23.98624,0.619982
7,24.57474,0.632968
7,24.73734,0.652447
7,25.23744,0.66893
7,25.81704,0.683913
7,25.98274,0.701395
7,25.84214,0.720374
7,26.08424,0.735358
7,26.23744,0.754338
7,26.50814,0.771819
7,26.44204,0.791298
7,26.43394,0.809778
7,26.75154,0.824762
7,26.72004,0.843741
7,26.71174,0.86322
7,26.97714,0.882699
7,27.67294,0.898682
7,28.06384,0.915664
7,28.19094,0.932646
7,28.12984,0.952124
7,28.24084,0.970605
7,28.47724,0.987087
8,0,0.0112379
8,1.7415,0.00724216
8,1.90341,0.0257223
8,3.96391,0.0202282
8,4.95167,0.0252228
8,6.88918,0.0182304
8,7.83096,0.0262217
8,9.36036,0.0257223
8,9.45861,0.0442024
8,11.7842743,0.0357115
8,12.92355,0.0402067
8,14.51731,0.0357115
8,15.67185,0.0387083
8,16.62019,0.0481981
8,17.85443,0.0531927
8,18.42261,0.0626824
8,19.77574,0.0611841
8,21.11508,0.0631819
8,22.2515,0.0711733
8,22.9189,0.0856577
8,24.0665,0.0916513
8,25.7094,0.0896534
8,26.1394,0.104138
8,28.0487,0.0996427
8,29.1549,0.103638
8,29.8546,0.112629
8,31.2829,0.113128
8,31.3836,0.13011
8,32.0615,0.1391
8,33.2055,0.142596
8,33.5936,0.157081
8,34.9398,0.162075
8,35.7701,0.175561
8,36.8889,0.183053
8,37.3628,0.195539
8,38.1893,0.202532
8,38.3446,0.219514
8,39.0543,0.231001
8,39.8051,0.24149
8,40.8666,0.246484
8,41.0019,0.263466
8,41.4446,0.277951
8,42.3793,0.28744
8,42.7948,0.301925
8,43.5281,0.308418
8,42.9848,0.331393
8,43.8373,0.340383
8,44.6367,0.351372
8,45.1359,0.364857
8,45.2737,0.383837
8,46.4028,0.391828
8,46.8508,0.407311
8,47.4819,0.418299
8,48.1047,0.430287
8,48.7051,0.442773
8,49.326,0.452263
8,49.6558,0.465249
8,50.0725,0.480233
8,50.7378,0.493219
8,52.1947,0.494218
8,52.922,0.503707
8,53.9062,0.511199
8,54.9987,0.517692
8,55.8536,0.526183
8,57.0831,0.52968
8,57.6418,0.541167
8,58.3498,0.549158
8,59.024,0.558149
8,60.0015,0.565141
8,60.6584,0.576629
8,61.0848,0.591113
8,61.4513,0.607096
8,62.9821,0.606097
8,63.4134,0.616086
8,63.778,0.629572
8,64.6413,0.642058
8,65.0538,0.660039
8,65.3798,0.676521
8,65.8638,0.691505
8,66.9988,0.697499
8,67.5056,0.708986
8,67.6825,0.725469
8,68.119,0.741451
8,68.0412,0.762928
8,68.481,0.773417
8,68.7112,0.785904
8,68.6843,0.804883
8,69.6468,0.813873
8,69.9921,0.831854
8,70.2231,0.850334
8,70.5054,0.866816
8,70.9418,0.881301
8,70.8563,0.902278
8,71.3474,0.915764
8,71.5339,0.934244
8,72.402,0.944733
8,72.357,0.966209
8,72.1362,0.98369
9,0,0.0804134
9,0.82261,0.0859075
9,1.39172,0.0978946
9,2.48518,0.104388
9,4.02075,0.10239
9,4.35996,0.115875
9,4.83943,0.130859
9,5.88051,0.137852
9,6.77534,0.143845
9,7.54356,0.153335
9,8.22606,0.16732
9,9.64906,0.171815
9,10.31316,0.184302
9,10.78446,0.196788
9,11.11346,0.208775
9,10.98616,0.227255
9,11.90466,0.235746
9,13.00556,0.243738
9,13.41466,0.258222
9,13.67436,0.271208
9,13.98446,0.284693
9,14.52026,0.299677
9,15.70656,0.30617
9,15.34516,0.329145
9,15.77856,0.342132
9,15.91016,0.360112
9,16.78296,0.367105
9,16.40246,0.39008
9,17.24786,0.398071
9,17.10926,0.418549
9,17.44416,0.433533
9,17.99036,0.446519
9,18.03496,0.464999
9,18.37666,0.479484
9,18.98306,0.491471
9,19.54406,0.503458
9,19.55806,0.522437
9,19.45116,0.543914
9,19.61596,0.561395
9,20.08976,0.574881
9,20.46596,0.590364
9,20.53196,0.608345
9,20.37826,0.626825
9,20.77696,0.638313
9,20.90126,0.656293
9,21.41816,0.672775
9,21.85016,0.691256
9,22.17656,0.708237
9,22.23786,0.724719
9,21.95806,0.743699
9,21.85366,0.76118
9,21.92296,0.778661
9,22.18696,0.796143
9,22.68716,0.812125
9,23.28126,0.827109
9,23.33036,0.848087
9,23.61416,0.864069
9,23.79806,0.881551
9,23.77626,0.902528
9,23.98436,0.917012
9,23.85956,0.933994
9,24.03856,0.950976
9,23.95566,0.972952
9,24.00716,0.990933
9,23.80776,1.00791
10,0,0.091052
10,0.94124,0.0995428
10,2.93755,0.0970455
10,4.33576,0.100542
10,5.27063,0.109033
10,5.79648,0.124016
10,6.2222,0.1395
10,7.36983,0.142996
10,7.88613,0.155483
10,9.46903,0.158479
10,10.21503,0.173463
10,11.01743,0.184951
10,11.67223,0.195939
10,12.53073,0.20443
10,12.80433,0.221412
10,13.61233,0.229902
10,13.77343,0.244886
10,14.13463,0.26037
10,14.76243,0.277351
10,16.01253,0.285343
10,16.44543,0.298329
10,16.32253,0.317808
10,17.14403,0.329795
10,17.66463,0.346277
10,17.87333,0.36226
10,18.23043,0.375246
10,18.78213,0.39023
10,19.33303,0.407711
10,20.25413,0.417201
10,20.42963,0.433183
10,20.05083,0.457158
10,20.37443,0.474139
10,21.31133,0.484129
10,21.38953,0.505106
10,21.74513,0.521588
10,21.53383,0.544064
10,21.74033,0.560047
10,22.18703,0.572533
